slno,id,ward,wodetails,contractor,brnumber,amount,nett,deduction
3421,544492,3,"003-22-000016</a>Consultancy Service for Construction supervision, project Management and Quality Control PMC for the work of Improvements of roads, development of Parks and Construction of Buildings in ward no 01, 02, 03 & 04 of Yelahanka Division Under 2021-22 District Minister Grants (Package No-15) Improvements to roads and drains at premises in Kempegowda ward no:01 Improvements of balance Main and cross roads of Kurlappa layout in Kempegowda ward no:01 Construction of Compound wall at puttenahlli and Nagenahalli Govt. school in chowdeshwari ward no:02 Special Repairs to Anganavadi Building at Kondappa layout and providing grill work to Anganavadi building at Kotebheedi in chowdeshwari ward no:02 Improvements to roads and drains at 1st 5th and 5th A cross at western side of Kamakshamma layout and 9th, 11th, 13th, 13th A and 28th Cross roads at western side of Kondappa layout in chowdeshwari ward no:02",026271 CIVIL SHINE ENGINEER[phone removed],BR - 000099 / 22-Sep-2022CBR - / Rtgs - 001904 / 15-Jul-2025,470000,376000,94000
3422,462162,4,004-20-000154</a>Improvements to Roads and Drains Balance Main and Cross Roads of B Sector in ward No 04,VENKATESH V[phone removed],BR - 000029 / 10-Jun-2022CBR - / Rtgs - 001905 / 15-Jul-2025,2447480,2145809,301671
3423,462151,4,004-20-000155</a>Improvements to Roads and Drains Balance Main and Cross Roads of Mathru Layout in ward No 04,VENKATESH V[phone removed],BR - 000028 / 10-Jun-2022CBR - / Rtgs - 001906 / 15-Jul-2025,2444360,2144840,299520
3424,676670,4,"004-23-000002</a>Improvements to roads, drains and other developmental works at 407,707,208 SFS, Major Akshay Girish Kumar Road, Yelahanka 4th & 5th phase and surrounding areas in ward No 01,03 & 04 of Yelahanka Division under Amruth Nagarothan Grants.(PACKAGE No-04)",022587 MOHAN KUMAR S R[phone removed],BR - 000053 / 13-Sep-2024CBR - / Rtgs - 001907 / 15-Jul-2025,7815000,7449427,365573
3425,586068,o004,o004-23-000005</a>Construction of lead off drain and Cross Culverts infront of Allalasandra Badminton Court and RMZ Galleria Mall in Ward No 04 of Yelahanka Satellite Town Sub Division.,024991 SHARANAPPA [phone removed],BR - 000037 / 30-Jun-2023CBR - / Rtgs - 001911 / 15-Jul-2025,1637000,1559663,77337
3426,513637,83,083-20-000047</a>Desilting of drains resetting of covering slabs and conveying of over burden earth in Kadugudi ward No 83,KRISHNA MURHTY K[phone removed],BR - 000013 / 26-Apr-2022CBR - / Rtgs - 002052 / 15-Jul-2025,1341854,1273354,68500
3427,569413,87,087-20-000046</a>Providing sighn boards in Ward No .87 HAL Airport,RAGHAVENDRA REDDY[phone removed],BR - 000218 / 10-Feb-2023CBR - / Rtgs - 002053 / 15-Jul-2025,856584,803774,52810
3428,580958,81,081-23-000003</a>Emergency flood related works in ward no-81 Vignan Nagara Area,023193 NIRATHI SRI CONSTRUC[phone removed],BR - 000021 / 28-Apr-2023CBR - / Rtgs - 002054 / 15-Jul-2025,4185826,3971203,214623
3429,579195,83,083-22-000004</a>Repairs and Maintenance of Footpath and damaged roads in Channasandra and AKG Colony Surrounding Areas in Ward No.83 Kadugudi,RECOLOGY SOLUTIONS[phone removed],BR - 000005 / 11-Apr-2023CBR - / Rtgs - 002055 / 15-Jul-2025,965832,845832,120000
3430,643092,150,150-23-000009</a> Restoration and Reconstruction of Deteriorated roads dug by Bescom at ward no.150 Bellanduru under Manya Mukya Mantgrigala Amruth Nagarothana Yojane additional Grants in Mahadevapura Constituency Package No Amrtuth MDP-08 Go Sl no.24 to 41 18 Works,RAM AND COMPANY[phone removed],BR - 000189 / 02-Mar-2024CBR - / Rtgs - 002058 / 15-Jul-2025,69803432,65187184,4616248
3431,673425,52,"052-23-000003</a>Improvements to roads and drains at K.R.Pura and Bhattarahalli Surrounding Layouts in Ward no. 52 K.R.Puram ( Nisarga Layout, K.R.Pura Extention, Pu College road, K.R.Inn Hotel road, Ravindra Layout,Krishna Theater roadsMuniyappa layout, Sri Krishnadevaraya Layout, Garuda royal app. Opposite, Srinivasa layout, Sharavathi layout, Bayyanna layout, RMS Colony, Basavanapura Cross roads Etc.., ) (Package-8) (GO Sl.No 18) ",023370 P S G CONSTRUCTIONS[phone removed],BR - 000065 / 12-Aug-2024CBR - / Rtgs - 002059 / 15-Jul-2025,40572864,34914717,5658147
3432,675980,26,026-23-000001</a>Construction of drain Restoration and Resurfacing to Cauvery water supply and U G D Pipeline Laying Roads and Drains at Different Layouts and surrounding area roads of Ramamurthy nagara in Ward No 26 Consisting of 2 Works Package 6 GO Sl No 13 and 14,023997 BRANGANATHAANDCOPROP[phone removed],BR - 000074 / 03-Sep-2024CBR - / Rtgs - 002060 / 15-Jul-2025,6062942,5682029,380913
3433,493952,79,079-19-000031</a>Construction of Public Toilets in Ward No.79 Sarvagnanagara,ABDUL KHADER[phone removed],BR - 000038 / 21-Jan-2022CBR - / Rtgs - 002948 / 15-Jul-2025,560906,536433,24473
3434,555016,79,079-22-000008</a>Special Repairs Works to Maternity Hospital at Cox Town in East Zone BBMP,022674 RAJU M S[phone removed],BR - 000012 / 19-Nov-2022CBR - / Rtgs - 002949 / 15-Jul-2025,1315223,1247169,68054
3435,555025,47,047-22-000006</a>Special Repairs Works to Maternity Hospital at D.j.Halli in East Zone BBMP,022674 RAJU M S[phone removed],BR - 000013 / 19-Nov-2022CBR - / Rtgs - 002950 / 15-Jul-2025,1307641,1253265,54376
3436,561467,80,"080-22-000008</a>Consultancy services for Preparation of detailed project report work of Improvements Roads and Drains in Jeevan Bhima nagar subdivision (Ward No:80,88 & 113) Limits (Escrow A/c) (Est cost-600.00 lakhs",023837 SKYLINE ENGINEERING [phone removed],BR - 000072 / 19-Aug-2024CBR - / Rtgs - 002951 / 15-Jul-2025,372000,297600,74400
3437,561446,50,"050-22-000008</a>Consultancy services for Preparation of detailed project report work of Improvements Roads and Drains in Sir C V Raman nagar subdivision (Ward No:50,57,58&79) Limits (Escrow A/c) (Est cost-600.00 lakhs",023837 SKYLINE ENGINEERING [phone removed],BR - 000071 / 19-Aug-2024CBR - / Rtgs - 002952 / 15-Jul-2025,372000,297600,74400
3438,567137,111,"111-22-000009</a>Replacement of old,damaged water/sanitary pipeline and other repair works in Nethaji Subhash Chandra Bose(PUB) Building in ward no.111",022674 RAJU M S[phone removed],BR - 000020 / 27-Jan-2023CBR - / Rtgs - 002953 / 15-Jul-2025,7547568,7256715,290853
3439,577588,50,"050-22-000005</a>Construction of Specially Abled Friendly Toilets and Ramps at BBMP Offices Kasturinagara in Ward No.50, Benniganahalli",015941 SHRI M N ENTERPRISES[phone removed],BR - 000109 / 28-Mar-2023CBR - / Rtgs - 002954 / 15-Jul-2025,714249,677450,36799
3440,583376,66,066-22-000003</a>Footpath Maintenance in ward no 66 Subramanya Nagar.,024240 SHIVANNA D H[phone removed],BR - 000019 / 01-Jun-2023CBR - / Rtgs - 003091 / 15-Jul-2025,1748359,1658520,89839
3441,580496,43,043-22-000002</a>Reasphalting and maintenance of roads in Ward No. 43 Nandini Layout,022964 SHANKAR N D [phone removed],BR - 000041 / 12-Jul-2023CBR - / Rtgs - 003092 / 15-Jul-2025,1566345,1399768,166577
3442,587044,95,095-20-000017</a>Improvement to Asphalting and drains at 1st main Road of Hanumanthapura in Ward No 95,SHIVA KUMAR M[phone removed],BR - 000021 / 23-Jun-2023CBR - / Rtgs - 003093 / 15-Jul-2025,2379403,2020114,359289
3443,539643,103,"103-22-000008</a>Providing necessary repairs to borewell , Water Supply Pipeline , Pump set , Panel board in Ward No -103. Kaveripura",022323 CHINMAYE CONSTRUCTIO[phone removed],BR - 000084 / 23-Aug-2022CBR - / Rtgs - 003094 / 15-Jul-2025,1658653,1321788,336865
3444,544313,103,103-22-000012</a>Development to Malagala Lake Park in Ward No.103.,022323 CHINMAYE CONSTRUCTIO[phone removed],BR - 000093 / 21-Sep-2022CBR - / Rtgs - 003095 / 15-Jul-2025,4747936,3874800,873136
3445,547433,126,"126-22-000002</a>Poviding necessary repairs to borewell, water supply pipeline, pump set, panel board in ward no 126 Maruhtimandira ",022356 DHRUVIT CONSTRUCTION[phone removed],BR - 000103 / 10-Oct-2022CBR - / Rtgs - 003096 / 15-Jul-2025,1753470,1583478,169992
3446,572293,168,168-20-000047</a>Procurement of Leaf shredding machibe and coconut shell shredding machine in ward no 168 Pattabhiramanagar,VISHUKUMAR[phone removed],BR - 000017 / 04-May-2023CBR - / Rtgs - 003398 / 15-Jul-2025,794976,725188,69788
3447,662888,o157,"o157-23-000001</a>Project Management Consultancy Services for Comprehensive development and Improvements to roads, drains, footpaths & Drilling of borewells for water supply in Ward No 157 & 158 in Vijayanagar assembly constituency (Comprising of 13 Works) Package-04",025099 CIVIL INFRA TECH CON[phone removed],BR - 000017 / 21-Jun-2024CBR - / Rtgs - 003404 / 15-Jul-2025,750000,675000,75000
3448,662082,144,144-20-000021</a>Improvements and development of parks and play ground in ward No 144 Siddapura Annexure 6 Sl No.121,032244 SAMRUDDHI CONSTRUCTI[phone removed],BR - 000037 / 20-Jul-2024CBR - / Rtgs - 003406 / 15-Jul-2025,19644483,18856486,787997
3449,664236,161,"161-23-000004</a>Comprehensive development to Buildings, Parks, Play ground & bore wells in Hoskerehalli ward no 161 Padmanabhanagara Constituency (package-01)",020700 Mr SATISH S[phone removed],BR - 000037 / 25-Jun-2024CBR - / Rtgs - 003407 / 15-Jul-2025,31039000,29670116,1368884
3450,572068,122,122-22-000009</a>Providing Asphalting to Gandi Bridge road in Ward No.122,024156 VINAY BP[phone removed],BR - 000080 / 24-Feb-2023CBR - / Rtgs - 003408 / 15-Jul-2025,1996800,1685299,311501
3451,593702,182,182-20-000060</a>Improvements to roads in Kumaraswamy Layout and surrounding areas at ward no 182 Padmanabhanagar,020700 Mr SATISH S[phone removed],BR - 000033 / 28-Jul-2023CBR - / Rtgs - 003409 / 15-Jul-2025,5695045,5323475,371570
3452,585794,167,167-21-000026</a>Asphalting to Shastrinagara area in ward no 167,Mr SATISH S[phone removed],BR - 000029 / 25-Jul-2023CBR - / Rtgs - 003410 / 15-Jul-2025,9997705,9255000,742705
3453,474827,166,166-20-000075</a>Upgradation of park lighting system in Bouleward D E F Parks and Gopalakrishna Adiga Park Jayanagara 7th Block in Ward No 166,SRI DURGA ENTERPRISE[phone removed],BR - 000105 / 09-Nov-2021CBR - / Rtgs - 003413 / 15-Jul-2025,6870886,6088194,782692
3454,265470,142,142-17-000015</a>Providing Water sypplay to ward NO: 142 Sunkenahalli,GANGADHARA.[phone removed],BR - 000130 / 12-Nov-2021CBR - / Rtgs - 003414 / 15-Jul-2025,452200,386596,65604
3455,509950,145,145-19-000043</a>Asphalting to wilson garden 9th A cross in ward no 145,Mr SATISH S[phone removed],BR - 000004 / 22-Apr-2022CBR - / Rtgs - 003415 / 15-Jul-2025,1897764,1803866,93898
3456,509953,145,145-19-000044</a>Asphalting to wilson garden Service and surrounding area in ward no 145,Mr SATISH S[phone removed],BR - 000005 / 22-Apr-2022CBR - / Rtgs - 003416 / 15-Jul-2025,2007992,1913100,94892
3457,669983,137,137-21-000006</a>Repairs and Maintenance of BBMP School at Padarayanapura Ward No. 137-J.J.R. Nagara,027672 DHEERAJ ENTERPRISES[phone removed],BR - 000038 / 23-Jul-2024CBR - / Rtgs - 000096 / 16-Jul-2025,980495,884362,96133
3458,486323,47,047-18-000027</a>Providing Asphalting and Improvements to drain at Indirapuram left side in ward no 47 D J Hall, VINYAS BUILDERS[phone removed],BR - 000119 / 20-Dec-2021CBR - / Rtgs - 002955 / 16-Jul-2025,2269613,1859344,410269
3459,594616,58,058-20-000024</a>Improvements to drains church street and surrounding areas at ward no 58 New Thippasandra,HANUMANTHAIAH[phone removed],BR - 000068 / 29-Jul-2023CBR - / Rtgs - 002956 / 16-Jul-2025,697963,583678,114285
3460,511426,79,079-20-000040</a>Repairs and Maintenance of roads with Cement Concrete in New Byappanahalli and surroundings area in ward no 79,GANESH M S[phone removed],BR - 000001 / 07-Apr-2022CBR - / Rtgs - 002957 / 16-Jul-2025,4442619,4136511,306108
3461,576475,114,"114-22-000004</a>Improvements of drain and pathway at Jayarajnagara Ground in ward No.114, Agaram for the Year 2021-22",024349 NIRANJAN GOWDA KN[phone removed],BR - 000074 / 27-Mar-2023CBR - / Rtgs - 002958 / 16-Jul-2025,1252077,1176080,75997
3462,688885,117,117-22-000004</a>Maintainance Of Berlie street BBMP School In Ward No 117-Shanthinagar for the year 2021-22,C JAYAKUMAAR[phone removed],BR - 000041 / 11-Nov-2024CBR - / Rtgs - 002959 / 16-Jul-2025,1466548,1347358,119190
3463,570852,58,"058-23-000001</a>Maintenance of drains at vulnerable reaches at 4th main, 6th main of New Thippasandra and Surrounding areas in ward no.58",027720 LAKSHMI [phone removed],BR - 000001 / 10-Apr-2023CBR - / Rtgs - 002960 / 16-Jul-2025,753715,651109,102606
3464,583181,88,088-23-000001</a>Providing RCC Drain in 18th Main road upto storm water drain in ward no.88,032393 SMS ENTERPRISES[phone removed],BR - 000053 / 19-Jul-2023CBR - / Rtgs - 002963 / 16-Jul-2025,692941,638300,54641
3465,577575,57,057-22-000005</a>DRILLING OF BOREWELL AND PROVIDING PIPELINES IN WARD NO 57 CVR,015941 SHRI M N ENTERPRISES[phone removed],BR - 000110 / 28-Mar-2023CBR - / Rtgs - 002965 / 16-Jul-2025,904194,869987,34207
3466,578468,78,078-22-000015</a>Repairs supplying and fixing of LED Lights Switches and wiring to BBMP Women school and college building Robertson Road in ward 78,025389 IMPANA ENTERPRISES [phone removed],BR - 000292 / 30-Mar-2023CBR - / Rtgs - 002966 / 16-Jul-2025,388620,331030,57590
3467,583488,117,117-22-000008</a>Repairs Supplying and Fixing of LED Lights Switches and Wiring to BBMP Schools in ward 117,025389 IMPANA ENTERPRISES [phone removed],BR - 000022 / 23-May-2023CBR - / Rtgs - 002967 / 16-Jul-2025,462450,393910,68540
3468,579158,114,114-22-000010</a>Repairs Supplying and fixing of LED Lights Switches and wiring to BBMP Schools in ward 114 and 115,000171 SHREE VINAYAKA ELECT[phone removed],BR - 000033 / 17-Jun-2023CBR - / Rtgs - 002968 / 16-Jul-2025,562115,506447,55668
3469,579189,89,089-22-000008</a>Repairs supplying and fixing of LED Lights Switches and wiring to BBMP Schools in ward 89,000171 SHREE VINAYAKA ELECT[phone removed],BR - 000069 / 26-Jul-2023CBR - / Rtgs - 002969 / 16-Jul-2025,431221,388509,42712
3470,579403,116,"116-22-000009</a>Improvements to Roads at R K Garden, M G garden and surrounding areas in Ward no 116 Neelasandra ",022375 SSATHISH[phone removed],BR - 000014 / 11-Jul-2023CBR - / Rtgs - 002970 / 16-Jul-2025,8312021,7448162,863859
3471,578478,169,169-23-000002</a>Improvements to drains and culverts at 11th cross and LIC colony and connection drains in ward-169.,022536 RAVI KUMAR B T[phone removed],BR - 000001 / 01-Apr-2023CBR - / Rtgs - 003417 / 16-Jul-2025,1402324,1199712,202612
3472,580793,177,"177-23-000003</a>Improvements to drains and culverts at 2nd main, 4th main and Surrounding at KSRTC layout JP Nagara 2nd phase in ward-177",022536 RAVI KUMAR B T[phone removed],BR - 000013 / 03-May-2023CBR - / Rtgs - 003418 / 16-Jul-2025,666173,564392,101781
3473,580787,177,177-23-000002</a>Improvements to drains and culverts at 8th cross from 18th main 16th main and Surrounding area in ward-177,022536 RAVI KUMAR B T[phone removed],BR - 000012 / 03-May-2023CBR - / Rtgs - 003419 / 16-Jul-2025,688395,585007,103388
3474,572303,168,168-20-000046</a>Improvements to drains culverts and footpath around Brimdavan (Bhavi) park in ward no 168 Pattabhiramnagar,MANOJ NAIK B M [phone removed],BR - 000016 / 04-May-2023CBR - / Rtgs - 003420 / 16-Jul-2025,1838614,1655542,183072
3475,590108,179,179-23-000003</a>Improvements to drains and culverts at 9th A main road 5th block Jayanagar and Surrounding area in ward-179,022536 RAVI KUMAR B T[phone removed],BR - 000029 / 11-Jul-2023CBR - / Rtgs - 003422 / 16-Jul-2025,1060579,912358,148221
3476,592970,177,177-23-000001</a>Improvements to drains and culverts in dollars colony 4th phase near Vaishnavi terrace in ward-177,022536 RAVI KUMAR B T[phone removed],BR - 000036 / 21-Jul-2023CBR - / Rtgs - 003423 / 16-Jul-2025,1227786,1049605,178181
3477,673010,174,174-23-000003</a>Package No 3- (1)Construction of Samudaya Bhavana in Agara of Ward No.174. (2) Construction of School in Parangipalya of Ward No.174. (3) Additional Development works to Ambedkar Bhavana in Parangipalya of Ward No.174. (4) Construction of Office building and other development works in Atal Bhihari Vajapeye play ground in Ward No.174. (5)Construction of School in Kodichikkanahalli of Ward No.175. (6) Construction of School in Hongasandra of Ward No.189. (7) Construction of School and Hospital in 8th Main of Hongasandra Ward No.189. (8) Construction of Samudaya Bhavana in Ellukunte of Ward No.190. (9) Additional Development works to PHC in Bandepalya of Ward No.190. (10) Development of Playground and Construction of School Building in Somasundrapalya Ward No.190.,004580 NAGABHUSHANA R[phone removed],BR - 000017 / 20-Aug-2024CBR - / Rtgs - 001814 / 17-Jul-2025,10860682,10336550,524132
3478,673644,175,175-23-000001</a>Package – 11 - BZ - BD - (W-175 & 188) Name of Work : Comprehensive development of roads and drains in Ward No.175 & 188 and BTM 4th Stage BDA Layout surrounding areas,003559 ANANDA KUMAR[phone removed],BR - 000031 / 27-Aug-2024CBR - / Rtgs - 001815 / 17-Jul-2025,9687691,9194159,493532
3479,463113,14,"014-20-000052</a>Consultancy Services for Preparation of Detailed project Report (D.P.R) including Survey, Designs, Drawing, Estimate and Tender Document Preprations etc., for the wrok of Improvements to drains all around the parks at Bagalagunte ward no 14 Dasarahalli Zone ",SHRIYA CONSTRUCTION [phone removed],BR - 000002 / 27-Sep-2021CBR - / Rtgs - 000545 / 18-Jul-2025,53000,47700,5300
3480,597326,175,175-23-000003</a>Project Management Consultancy services for Package – 10 - BZ - BD - (W-175 & 188) Name of Work : Comprehensive development of roads and drains in Ward No.175 & 188 and Vijaya Bank colony surrounding areas.,034720 SH ENGINEERING CONSU[phone removed],BR - 000021 / 20-Jun-2024CBR - / Rtgs - 001816 / 18-Jul-2025,600000,540000,60000
3481,597299,174,"174-23-000002</a>Project Management Consultancy services for Package –1- BZ - BD - (W-174) Name of Work : Comprehensive development of roads, drains, culverts and bridges in HSR layout Sector 4, 6, 7 and surrounding areas in Ward No.174 HSR Layout & Development of Parks in HSR Layout Ward No.174.",034720 SH ENGINEERING CONSU[phone removed],BR - 000020 / 20-Jun-2024CBR - / Rtgs - 001817 / 18-Jul-2025,148000,133200,14800
3482,668384,174,"174-23-000001</a>Project Management Consultancy services for Package – 2 - BZ - BD - (W-174) Name of Work : Comprehensive development of roads, drains, culverts and bridges in HSR layout Sector 1, 2, 3 and surrounding areas in Ward No.174 HSR Layout.",023232 ANKS ENGINEERING CON[phone removed],BR - 000023 / 25-Jul-2024CBR - / Rtgs - 001818 / 18-Jul-2025,1150000,1035000,115000
